threshold	method	taxon	consensus_module	mean_assignment_entropy	sites_present
prev_10	bicor	S__3300001683_28	M10	0.0	4
prev_10	bicor	S__3300006311_3	M10	0.0	4
prev_10	bicor	S__3300020187_18	M10	0.6408367	4
prev_10	bicor	S__3300020263_16	M10	0.0	4
prev_10	bicor	S__3300020300_16	M10	0.0	4
prev_10	bicor	S__3300020317_19	M10	1.2824746	2
prev_10	bicor	S__3300020330_9	M10	0.0	4
prev_10	bicor	S__3300024058_12	M10	0.0	4
prev_10	bicor	S__3300024058_22	M10	0.6408367	4
prev_10	bicor	S__3300024060_27	M10	0.0	4
prev_10	bicor	S__3300024431_33	M10	0.6408367	4
prev_10	bicor	S__3300024516_13	M10	0.0	4
prev_10	bicor	S__3300024516_18	M10	0.0	4
prev_10	bicor	S__3300024516_26	M10	0.0	4
prev_10	bicor	S__3300024516_38	M10	0.6408367	4
prev_10	bicor	S__3300025276_12	M10	0.6412373	3
prev_10	bicor	S__3300025894_53	M10	0.6412373	3
prev_10	bicor	S__3300026080_15	M10	0.6412373	3
prev_10	bicor	S__3300026087_14	M10	0.0	4
prev_10	bicor	S__3300026253_28	M10	0.6408367	4
prev_10	bicor	S__3300026253_8	M10	0.6412373	3
prev_10	bicor	S__3300026264_29	M10	0.6412373	3
prev_10	bicor	S__3300026264_34	M10	0.6408367	4
prev_10	bicor	S__3300027687_20	M10	0.0	4
prev_10	bicor	S__3300027752_17	M10	0.0	4
prev_10	bicor	S__3300027771_26	M10	0.0	4
prev_10	bicor	S__3300027779_22	M10	0.0	4
prev_10	bicor	S__3300027791_27	M10	0.0	4
prev_10	bicor	S__3300027827_16	M10	0.0	4
prev_10	bicor	S__3300027844_79	M10	0.0	4
prev_10	bicor	S__3300027847_80	M10	0.0	4
prev_10	bicor	S__3300027997_10	M10	0.0	4
prev_10	bicor	S__GCA_000213395.2	M10	0.0	4
prev_10	bicor	S__GCA_000383355.1	M10	0.6412373	3
prev_10	bicor	S__GCA_000402075.1	M10	0.0	4
prev_10	bicor	S__GCA_001437625.1	M10	0.6408367	4
prev_10	bicor	S__GCA_001510275.1	M10	0.6412373	3
prev_10	bicor	S__GCA_001542995.1	M10	0.0	4
prev_10	bicor	S__GCA_001543015.1	M10	0.6408367	4
prev_10	bicor	S__GCA_001643535.1	M10	1.282074	3
prev_10	bicor	S__GCA_002082295.1	M10	0.6412373	3
prev_10	bicor	S__GCA_002295725.1	M10	0.0	4
prev_10	bicor	S__GCA_002313235.1	M10	0.0	4
prev_10	bicor	S__GCA_002317795.1	M10	0.0	4
prev_10	bicor	S__GCA_002335045.1	M10	0.6412373	3
prev_10	bicor	S__GCA_002499015.1	M10	0.0	4
prev_10	bicor	S__GCA_003229345.1	M10	0.0	4
prev_10	bicor	S__GCA_003331785.1	M10	0.0	4
prev_10	bicor	S__GCA_003526595.1	M10	0.0	4
prev_10	bicor	S__GCA_003545625.1	M10	0.0	4
prev_10	bicor	S__GCA_003672175.1	M10	0.0	4
prev_10	bicor	S__GCA_004195625.1	M10	0.0	4
prev_10	bicor	S__GCA_004356455.1	M10	0.0	4
prev_10	bicor	S__GCA_004356825.1	M10	0.0	4
prev_10	bicor	S__GCA_004356895.1	M10	0.0	4
prev_10	bicor	S__GCA_008974855.1	M10	0.0	4
prev_10	bicor	S__GCA_008975185.1	M10	0.0	4
prev_10	bicor	S__GCA_009392475.1	M10	0.0	4
prev_10	bicor	S__GCA_009937205.1	M10	0.0	4
prev_10	bicor	S__GCA_011055585.1	M10	0.0	4
prev_10	bicor	S__GCA_012960805.1	M10	0.0	4
prev_10	bicor	S__GCA_012964335.1	M10	0.0	4
prev_10	bicor	S__GCA_012964845.1	M10	0.6412373	3
prev_10	bicor	S__GCA_012974305.1	M10	0.6412373	3
prev_10	bicor	S__GCA_012974425.1	M10	0.6412373	3
prev_10	bicor	S__GCA_013203245.1	M10	1.2824746	2
prev_10	bicor	S__GCA_013215285.1	M10	0.0	4
prev_10	bicor	S__GCA_013390475.1	M10	0.0	4
prev_10	bicor	S__GCA_013911135.1	M10	0.0	4
prev_10	bicor	S__GCA_014384505.1	M10	0.0	4
prev_10	bicor	S__GCA_015659035.1	M10	0.0	4
prev_10	bicor	S__GCA_015659595.1	M10	0.0	4
prev_10	bicor	S__GCA_016276965.1	M10	0.0	4
prev_10	bicor	S__GCA_016777225.1	M10	0.0	4
prev_10	bicor	S__GCA_016777365.1	M10	1.2824746	2
prev_10	bicor	S__GCA_016838795.1	M10	0.0	4
prev_10	bicor	S__GCA_016838825.1	M10	0.0	4
prev_10	bicor	S__GCA_016838845.1	M10	0.6408367	4
prev_10	bicor	S__GCA_017368835.1	M10	0.6412373	3
prev_10	bicor	S__GCA_017854145.1	M10	0.0	4
prev_10	bicor	S__GCA_018673385.1	M10	1.2824746	2
prev_10	bicor	S__GCA_902512375.1	M10	0.0	4
prev_10	bicor	S__GCA_902514095.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905181585.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905181595.1	M10	0.0	4
prev_10	bicor	S__GCA_905181765.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905182065.1	M10	1.2824746	2
prev_10	bicor	S__GCA_905182235.1	M10	0.0	4
prev_10	bicor	S__GCA_905182435.1	M10	1.2824746	2
prev_10	bicor	S__GCA_905182465.1	M10	0.0	4
prev_10	bicor	S__GCA_905182765.1	M10	1.2824746	2
prev_10	bicor	S__GCA_905182775.1	M10	0.0	4
prev_10	bicor	S__GCA_905182795.1	M10	0.0	4
prev_10	bicor	S__GCA_905182815.1	M10	0.0	4
prev_10	bicor	S__GCA_905182865.1	M10	0.0	4
prev_10	bicor	S__GCA_905182885.1	M10	0.0	4
prev_10	bicor	S__GCA_905478185.1	M10	0.0	4
prev_10	bicor	S__GCA_905478445.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905478615.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905480095.1	M10	0.0	4
prev_10	bicor	S__GCA_905480315.1	M10	0.6412373	3
prev_10	bicor	S__GCA_905612275.1	M10	0.0	4
prev_10	bicor	S__GCA_905612295.1	M10	0.6408367	4
prev_10	bicor	S__GCA_905612305.1	M10	0.0	4
prev_10	bicor	S__GCA_905612365.1	M10	0.0	4
prev_10	bicor	S__GCA_905612455.1	M10	0.0	4
prev_10	bicor	S__GCA_905616395.1	M10	1.2824746	2
prev_10	bicor	S__GCA_905618915.1	M10	0.0	4
prev_10	bicor	S__GCA_905620445.1	M10	1.2824746	2
prev_10	bicor	S__GCF_002836475.1	M10	1.2824746	2
prev_10	bicor	S__GCF_003326015.1	M10	1.2824746	2
prev_10	bicor	S__GCF_012276695.1	M10	0.0	4
prev_10	bicor	S__GCF_013407165.1	M10	0.0	4
prev_10	bicor	S__GCF_014279835.1	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300006310_000001	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300006467_000165	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300009440_000004	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300009443_000008	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300020166_000001	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_3300020166_000015	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300020182_000036	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300020185_000065	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300021087_000038	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300023238_000017	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300023239_000003	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300024520_000070	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300025071_000006	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300025079_000001	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300025296_001443	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300025632_000006	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300025637_000035	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300025653_000044	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300025860_000061	M10	1.9233112	2
prev_10	bicor	S__IMGVR_UViG_3300025869_000017	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300027687_000007	M10	0.6408367	4
prev_10	bicor	S__IMGVR_UViG_3300027780_000015	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300027813_000042	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300027833_000016	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300027833_000046	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300027861_000023	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_3300028198_000003	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300028535_000001	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300031519_000018	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300031687_001020	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_3300031688_001339	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_3300035195_000275	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300037585_000783	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_3300038315_000065	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300046168_000044	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300046532_001046	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_3300047157_000078	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_3300049783_000307	M10	0.6412373	3
prev_10	bicor	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_GVMAG-S-1102114-126_000001	M10	0.0	4
prev_10	bicor	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	M10	1.2824746	2
prev_10	bicor	S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	M10	0.0	4
prev_10	bicor	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	M10	0.0	4
prev_10	bicor	S__Schulz_GVMAG_M_3300025652_16	M10	0.0	4
prev_10	bicor	S__Schulz_GVMAG_S_1024967_63	M10	1.9233112	2
prev_10	bicor	S__Schulz_GVMAG_S_1102104_120	M10	1.2824746	2
prev_10	bicor	S__Schulz_GVMAG_S_1102114_126	M10	0.6412373	3
prev_10	bicor	S__TARA_ARC_108_MAG_00021	M10	0.0	4
prev_10	bicor	S__TARA_ARC_108_MAG_00099	M10	0.0	4
prev_10	bicor	S__TARA_ARC_108_MAG_00146	M10	0.0	4
prev_10	bicor	S__TARA_ARC_108_MAG_00181	M10	0.6412373	3
prev_10	bicor	S__TARA_ARC_NCLDV_00033	M10	0.6412373	3
prev_10	bicor	S__TARA_ARC_NCLDV_00036	M10	1.2824746	2
prev_10	bicor	S__TARA_ARC_NCLDV_00127	M10	0.0	4
prev_10	bicor	S__TARA_ARC_NCLDV_00176	M10	1.2824746	2
prev_10	bicor	S__TARA_ARC_NCLDV_00188	M10	0.0	4
prev_10	bicor	S__TARA_SOC_28_MAG_00007	M10	1.2824746	2
prev_10	bicor	S__TARA_SOC_28_MAG_00016	M10	0.6412373	3
prev_10	bicor	S__TARA_SOC_NCLDV_00026	M10	0.0	4
