taxon	threshold	taxon_index	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role	mean_clr	sd_clr	mean_abs_clr	max_abs_clr	mean_abundance	prevalence_samples	prevalence_cores
S__GCA_002499015.1	10	46	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	39	4	1360969	100	TRUE	GCA_002499015.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.228390995953436	2.84540788131892	1.88073266091368	7.34844800713862	775.654205607477	0.225433526011561	1
S__GCA_003229345.1	10	47	d__Bacteria	p__Nitrospinota	c__Nitrospinia	10	4	468325	100	TRUE	GCA_003229345.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.961259842807253	2.09067083209441	1.51299526360184	9.22905308216725	176.294392523364	0.0578034682080925	1
S__GCA_003331785.1	10	48	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	19	4	387473	100	TRUE	GCA_003331785.1	Oxygenic_photosynthesis	Cyanobacteria	Primary_producer	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_CYANO	""		""	""	""	psbA (K02703)	Falkowski & Raven 2007 Aquatic Photosynthesis	10.1515/9781400849727	""	-0.58505133970883	2.47639829607952	1.6565743881332	7.34489668259918	323.238317757009	0.109826589595376	1
S__GCA_003526595.1	10	49	d__Bacteria	p__Nitrospinota	c__Nitrospinia	26	4	493378	100	TRUE	GCA_003526595.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	-0.311273162603619	2.25385839575309	1.51679584031347	7.50299840330266	450.401869158879	0.15028901734104	1
S__GCA_003545625.1	10	50	d__Bacteria	p__Nitrospinota	c__Nitrospinia	17	4	389076	100	TRUE	GCA_003545625.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	-0.69017995810205	2.20586400280187	1.52791960703326	7.44629405184254	240.644859813084	0.0982658959537572	1
S__GCA_003672175.1	10	51	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	37	4	1014927	100	TRUE	GCA_003672175.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.17950824347707	2.67090568694529	1.71684237739568	7.74301402723476	793.934579439252	0.213872832369942	1
S__GCA_004195625.1	10	52	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	55	4	1079962	100	TRUE	GCA_004195625.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.810374840130831	3.38486397865502	2.3458891696902	7.79489025719189	756.186915887851	0.317919075144509	1
S__GCA_004356455.1	10	53	d__Bacteria	p__Myxococcota_A	c__UBA9160	12	4	864913	100	TRUE	GCA_004356455.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.625	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.855436432270391	2.05668444237046	1.46554971365698	7.93000746118938	386.042056074766	0.069364161849711	1
S__GCA_004356825.1	10	54	d__Bacteria	p__KSB1	c__UBA2214	15	4	1632870	100	TRUE	GCA_004356825.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.756728611984359	2.05981290300475	1.45170809764177	7.95409012651683	312.85046728972	0.0867052023121387	1
S__GCA_004356895.1	10	55	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	13	4	788695	100	TRUE	GCA_004356895.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.854934245312059	1.99415473526495	1.45427020064298	7.22883679884848	140.028037383178	0.0751445086705202	1
S__GCA_008974855.1	10	56	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	168	4	4576428	100	TRUE	GCA_008974855.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	6.05232005484835	3.42393783512008	6.13874671036764	10.0386445803267	7530.06074766355	0.971098265895954	1
S__GCA_008975185.1	10	57	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	10	4	293163	100	TRUE	GCA_008975185.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.962458603971687	2.15093204882604	1.55149676674283	7.92231765626238	135.299065420561	0.0578034682080925	1
S__GCA_009392475.1	10	58	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	13	4	691453	100	TRUE	GCA_009392475.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.839746955474494	2.13347513742706	1.51696675259458	7.06117561976605	174.420560747664	0.0751445086705202	1
S__GCA_009937205.1	10	59	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	33	4	909041	100	TRUE	GCA_009937205.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.0624412939362722	2.32980856263874	1.54401950957156	6.53320983416908	368.943925233645	0.190751445086705	1
S__GCA_011055585.1	10	60	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	185	4	9331334	100	TRUE	GCA_011055585.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	7.08962418989889	3.08156507332838	7.1032571599728	10.6554203601061	16130.1168224299	1.06936416184971	1
S__GCA_012960805.1	10	61	d__Bacteria	p__Bacteroidota	c__Bacteroidia	67	4	1417902	100	TRUE	GCA_012960805.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	1.34942862408821	2.97680271718494	2.17612037355266	7.47040453374483	1093.5046728972	0.38728323699422	1
S__GCA_012964335.1	10	62	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	24	4	835386	100	TRUE	GCA_012964335.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.383542083906636	1.91172653222273	1.35376837522369	5.93997949466356	409.990654205607	0.138728323699422	1
S__GCA_012964845.1	10	63	d__Bacteria	p__Marinisomatota	c__Marinisomatia	25	3	429559	100	TRUE	GCA_012964845.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.372828846181249	2.00348337362678	1.3952505318565	5.97858125255539	295.514018691589	0.144508670520231	0.75
S__GCA_012974305.1	10	64	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	21	3	2526358	100	TRUE	GCA_012974305.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.381749181653828	3.30188574407274	2.0736849223313	9.66978148628458	1158.3785046729	0.121387283236994	0.75
S__GCA_012974425.1	10	65	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	11	3	379876	100	TRUE	GCA_012974425.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG	""		""	""	""	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	""	-0.934459860226354	1.95285598805392	1.44903876224057	8.06054793892065	118.822429906542	0.0635838150289017	0.75
S__GCA_013203245.1	10	66	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	11	2	599228	100	TRUE	GCA_013203245.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0;W00008:0.33;W00010:1;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.941433454951752	1.76069744695622	1.36817150053536	7.41041506486065	94.6355140186916	0.0635838150289017	0.5
S__GCA_013215285.1	10	67	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	116	4	2733650	100	TRUE	GCA_013215285.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	3.51893329956361	3.80592685361168	3.9530685709512	10.2831586435793	3813.61682242991	0.670520231213873	1
S__GCA_013390475.1	10	68	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	123	4	3264169	100	TRUE	GCA_013390475.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	3.70556645100046	3.65805799020167	4.02739308681043	9.01519415955424	2905.93925233645	0.710982658959538	1
S__GCA_013911135.1	10	69	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	170	4	7123614	100	TRUE	GCA_013911135.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	5.91994674828164	3.24317402375948	5.98320759423542	9.85738762099098	6261.09813084112	0.982658959537572	1
S__GCA_014384505.1	10	70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	48	4	1187009	100	TRUE	GCA_014384505.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	0.557414477764251	2.60516779458334	1.74779569506524	7.18293106219363	622.799065420561	0.277456647398844	1
S__GCA_015659035.1	10	71	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	17	4	1222976	100	TRUE	GCA_015659035.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.75;W00008:1;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.639604956348772	2.53114711905074	1.67327936865654	8.78179812792681	618.196261682243	0.0982658959537572	1
S__GCA_015659595.1	10	72	d__Bacteria	p__Myxococcota_A	c__UBA9160	15	4	1294758	100	TRUE	GCA_015659595.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.711553614244577	1.85761401892997	1.3653049948663	6.98098956689656	463.102803738318	0.0867052023121387	1
S__GCA_016276965.1	10	73	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	107	4	1556076	100	TRUE	GCA_016276965.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	3.05627547454227	3.7869122225696	3.61566902824919	8.84408300232299	2159.91588785047	0.61849710982659	1
S__GCA_016777225.1	10	74	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	40	4	1246126	100	TRUE	GCA_016777225.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.330777795976346	3.19160298316207	2.06594295723757	8.18915543152154	1021.42056074766	0.23121387283237	1
S__GCA_016777365.1	10	75	d__Bacteria	p__Bacteroidota	c__Bacteroidia	11	2	166679	100	TRUE	GCA_016777365.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.923042542468081	2.04534482151583	1.49080417867296	6.50336747595293	133.397196261682	0.0635838150289017	0.5
S__GCA_016838795.1	10	76	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	91	4	3295789	100	TRUE	GCA_016838795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	2.44105974084057	4.44724795783358	3.77441334289717	10.4044556210931	2464.17757009346	0.526011560693642	1
S__GCA_016838825.1	10	77	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	44	4	841098	100	TRUE	GCA_016838825.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	0.485460668004462	3.25022100886133	2.10046377625449	9.48435968365649	1727.69626168224	0.254335260115607	1
S__GCA_016838845.1	10	78	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	146	4	7811028	100	TRUE	GCA_016838845.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	5.19262137432037	4.27395978318225	5.62018136046635	10.6818369429937	10187.2663551402	0.84393063583815	1
S__GCA_017368835.1	10	79	d__Bacteria	p__Planctomycetota	c__Brocadiae	10	3	1501677	100	TRUE	GCA_017368835.1	Anammox	N-loss	Anammox_N_cycle	particle_associated	NO2-/NH4+	Tier1_kegg_present	0.968888888888889	KEGG_ANAMMOX	present	0.888888888888889	M00973	M00973:0.89	K20932	hzsA/hzsB (K20932/K20933)	Strous et al. 1999 Nature; Kartal et al. 2011 Nat Rev Microbiol	10.1038/22749; 10.1038/nrmicro2699	""	-0.960197578741902	2.20815040488386	1.57093919134472	9.81598545720553	186.728971962617	0.0578034682080925	0.75
S__GCA_017854145.1	10	80	d__Bacteria	p__Bacteroidota	c__Bacteroidia	46	4	1407668	100	TRUE	GCA_017854145.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.469088099247773	2.84061832117974	1.88159579091017	7.70881377893074	589.257009345794	0.265895953757225	1
S__GCA_018673385.1	10	81	d__Bacteria	p__Bacteroidota	c__Bacteroidia	12	2	317852	100	TRUE	GCA_018673385.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.897544412849469	1.63892886251743	1.31105182911891	5.5175254986691	113.658878504673	0.069364161849711	0.5
S__GCA_902512375.1	10	82	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	22	4	448560	100	TRUE	GCA_902512375.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.498861240628869	1.81891854665891	1.32374747535771	5.3347294946058	245.07476635514	0.127167630057803	1
S__GCA_902514095.1	10	83	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	14	3	278791	100	TRUE	GCA_902514095.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.828861156316969	1.66935227611334	1.3044643665384	6.5579387419012	115.855140186916	0.0809248554913295	0.75
S__GCA_905181585.1	10	84	d__Bacteria	p__Bacteroidota	c__Bacteroidia	16	3	404778	100	TRUE	GCA_905181585.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.720304780035494	2.16127578457516	1.50857552110395	6.36559631592455	213.07476635514	0.092485549132948	0.75
S__GCA_905181595.1	10	85	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	60	4	1026253	100	TRUE	GCA_905181595.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	1.02613279440681	2.77641601365499	1.94973573333288	7.09203258775178	747.672897196262	0.346820809248555	1
S__GCA_905181765.1	10	86	d__Bacteria	p__Bacteroidota	c__Bacteroidia	29	3	1486351	100	TRUE	GCA_905181765.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.23259673717758	2.21848071260155	1.49803273093862	6.92791042920411	296.144859813084	0.167630057803468	0.75
S__GCA_905182065.1	10	87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	10	2	218898	100	TRUE	GCA_905182065.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.97975230006969	1.83923899488632	1.41366254165098	5.98186770947972	85.588785046729	0.0578034682080925	0.5
S__GCA_905182235.1	10	88	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	39	4	495493	100	TRUE	GCA_905182235.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	0.164076448503625	2.5231899125409	1.67304319229412	7.4712655139464	423.542056074766	0.225433526011561	1
S__GCA_905182435.1	10	89	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	13	2	327485	100	TRUE	GCA_905182435.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.826000983197982	2.22292017329331	1.55189398662255	7.11980635288037	237.327102803738	0.0751445086705202	0.5
S__GCA_905182465.1	10	90	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	21	4	330237	100	TRUE	GCA_905182465.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.50203498512355	2.55434786536994	1.69188283660878	7.65777878475611	356.738317757009	0.121387283236994	1
S__GCA_905182765.1	10	91	d__Bacteria	p__Bacteroidota	c__Bacteroidia	13	2	422105	100	TRUE	GCA_905182765.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.845042865138301	2.03858383264922	1.47385838068132	6.13470228685395	156.61214953271	0.0751445086705202	0.5
